,Input,Output,Target
38,tôi thường mở chart horizontal bar tổng số thẻ thực lũy kế từ khi khai trương dịch vụ của viettel ct tnhh nn mtv tm&xnk viettel vào thứ sáu tuần gần nhất,"""LOẠI BIỂU ĐỒ"": ""biểu đồ horizontal bar"", ""CHU KỲ THỜI GIAN"": ""biểu đồ horizontal bar tổng số thẻ thực lũy kế từ khi khai trương dịch vụ của viettel ct tnhh nn mtv tnhh nn mtv tnhh nn mtv tm&xnk viettel"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""kh","""LOẠI BIỂU ĐỒ"": ""biểu đồ cột ngang"", ""ĐƠN VỊ"": ""VCM"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""6"", ""NGÀY"": ""khác"", ""TUẦN"": ""gần nhất"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tổng số thẻ thực lũy kế từ khi khai trương dịch vụ"", ""TIÊU ĐỀ"": ""thẻ có nạp tiền"""
39,hãy mở chữ t n038 để đọc thông báo mới slcb có quân hàm tướng do cqct quản lý thứ ba tuần này,"""LOẠI BIỂU ĐỒ"": ""biểu đồ t n038"", ""ĐƠN VỊ"": ""biểu đồ t n038"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""khác","""LOẠI BIỂU ĐỒ"": ""biểu đồ chữ t"", ""ĐƠN VỊ"": ""N038"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""3"", ""NGÀY"": ""khác"", ""TUẦN"": ""này"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""slcb có quân hàm tướng do cqct quản lý"", ""TIÊU ĐỀ"": ""khác"""
40,anh ấy đã mở biểu đồ line và tổ chức báo cáo viettel thừa thiên huế sản phẩm dân sự  năm 2013,"""LOẠI BIỂU ĐỒ"": ""biểu đồ line"", ""ĐƠN VỊ"": ""biểu đồ line"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ đường"", ""ĐƠN VỊ"": ""T054"", ""CHU KỲ THỜI GIAN"": ""năm"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""2013"", ""CHỈ TIÊU"": ""sản phẩm dân sự "", ""TIÊU ĐỀ"": ""khác"""
41,mở info_main chart để theo dõi tiến độ công việc sxtbcnc psll mytel thứ hai,"""LOẠI BIỂU ĐỒ"": ""biểu đồ infomain chart để theo dõi tiến độ công việc sxtbcnc psll mytel"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ info_main"", ""ĐƠN VỊ"": ""SXTBCNC"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""2"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""psll mytel"", ""TIÊU ĐỀ"": ""diễn biến thị phần các quý"""
42,"văn phòng phẩm tháng này, tct mạng lưới viettel đang mở rộng dự án và cần chart radar để theo dõi tiến độ","""LOẠI BIỂU ĐỒ"": ""biểu đồ radar"", ""ĐƠN VỊ"": ""biểu đồ radar"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ radar"", ""ĐƠN VỊ"": ""VTN"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""này"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""văn phòng phẩm"", ""TIÊU ĐỀ"": ""dt thương mại và dịch vụ"""
43,tôi đã mở chart tròn nested tct công nghiệp công nghệ cao viettel để xem biểu đồ doanh số bán hàng thuê bao ftth thực hiện qua các tháng tháng này,"""LOẠI BIỂU ĐỒ"": ""biểu đồ doanh số bán hàng thuê bao ftth"", ""ĐƠN VỊ"": ""biểu đồ doanh số bán hàng thuê bao ftth thực hiện qua các tháng"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""doanh thu thuê bao ftth thực hiện qua các tháng"", ""TIÊU ĐỀ"": ""doanh thu thuê bao ftth thực hiện qua các tháng"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""doanh thu thuê bao ftth thực hiện qua các tháng"", ""TIÊU ĐỀ"": ""doanh thu thuê bao ftth thực hiện qua các tháng"", ""TIÊU ĐỀ"": ""doanh thu thuê bao ftth thực hiện qua các tháng"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""doanh thu thuê bao ftth thực hiện qua các tháng"", ""TIÊU ĐỀ"": ""doanh thu thuê bao ftth thực hiện qua các tháng"", ""TIÊU ĐỀ"": ""doanh thu thuê bao ftth thực hiện qua các tháng"", ""TIÊU ĐỀ"": ""doanh thu thuê bao ftth thực hiện qua các tháng"", ""TIÊU ĐỀ"": ""doanh thu thuê bao ftth thực hiện qua các tháng"", ""TIÊU ĐỀ"": ""doanh thu thuê bao ftth thực hiện qua các tháng"", ""TIÊU ĐỀ"": ""doanh thu thuê bao ftth thực hiện qua các tháng"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác","""LOẠI BIỂU ĐỒ"": ""biểu đồ nested_pie"", ""ĐƠN VỊ"": ""VNC"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""này"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""fttx - tb thực tăng/giảm"", ""TIÊU ĐỀ"": ""thuê bao ftth thực hiện qua các tháng"""
44,hãy mở chart column để đánh giá kết quả công tác của dbn doanh thu cáp quang trong hôm nay,"""LOẠI BIỂU ĐỒ"": ""biểu đồ chart column để đánh giá kết quả công tác của dbn doanh thu cáp quang trong hôm nay"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""khác","""LOẠI BIỂU ĐỒ"": ""biểu đồ cột"", ""ĐƠN VỊ"": ""D230"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""hôm nay"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""doanh thu cáp quang"", ""TIÊU ĐỀ"": ""khác"""
45,dt dich vu sme vttnew cần mở thị phần thứ sáu tuần trước để theo dõi tình hình hoạt động của mình,"""LOẠI BIỂU ĐỒ"": ""biểu đồ thị phần"", ""ĐƠN VỊ"": ""tháng"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""tháng"", ""TIÊU ĐỀ"": ""tháng"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""tháng"", ""TIÊU ĐỀ"": ""tháng"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""khác","""LOẠI BIỂU ĐỒ"": ""biểu đồ thị phần"", ""ĐƠN VỊ"": ""VTTNEW"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""6"", ""NGÀY"": ""khác"", ""TUẦN"": ""trước"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""doanh thu dịch vụ sme"", ""TIÊU ĐỀ"": ""dt dich vu sme"""
46,"tháng 01 tỉ lệ hệ thống được giám sát cldl, hãy mở block info 2 chart tt","""LOẠI BIỂU ĐỒ"": ""biểu đồ hệ thống được giám sát cldl, hãy mở block info 2 chart"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ block_info_2"", ""ĐƠN VỊ"": ""TT"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""01"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tỉ lệ hệ thống được giám sát cldl"", ""TIÊU ĐỀ"": ""khác"""
47,"để giải quyết vấn đề này, chúng ta cần mở tương quan tn tháng này đối tượng tập nghề","""LOẠI BIỂU ĐỒ"": ""khác"", ""ĐƠN VỊ"": ""khác"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác","""LOẠI BIỂU ĐỒ"": ""biểu đồ tương quan"", ""ĐƠN VỊ"": ""TN"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""này"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""đối tượng tập nghề"", ""TIÊU ĐỀ"": ""cơ cấu lao động theo đối tượng"""
48,công ty viettel công ty tnhh viettel idc đã mở mới vào một 21/5  đẹp trời,"""LOẠI BIỂU ĐỒ"": ""biểu đồ"", ""ĐƠN VỊ"": ""khác"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""","""LOẠI BIỂU ĐỒ"": ""khác"", ""ĐƠN VỊ"": ""IDC"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""21"", ""TUẦN"": ""khác"", ""THÁNG"": ""5"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"""
49,"vào tháng trước, tôi đã sử dụng chart column để quản lý tct viễn thông viettel tiêu dùng thực di động (trừ đúc kit + cskh) của mình","""LOẠI BIỂU ĐỒ"": ""biểu đồ chart column"", ""ĐƠN VỊ"": ""biểu đồ chart column"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""","""LOẠI BIỂU ĐỒ"": ""biểu đồ cột"", ""ĐƠN VỊ"": ""VTTNEWNEW"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""trước"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tiêu dùng thực di động (trừ đúc kit + cskh)"", ""TIÊU ĐỀ"": ""khác"""
50,mở slcb có trình độ sơ cấp do  cqct quản lý p210 stacked column vào hôm nay,"""LOẠI BIỂU ĐỒ"": ""biểu đồ sơ cấp do cqct quản lý p210 stacked column vào hôm nay"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""khác","""LOẠI BIỂU ĐỒ"": ""biểu đồ cột chồng"", ""ĐƠN VỊ"": ""P210"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""hôm nay"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""slcb có trình độ sơ cấp do  cqct quản lý"", ""TIÊU ĐỀ"": ""cqct quản lý_trình độ học vấn"""
51,vui lòng mở biểu đồ info main agg 03/04/1995 doanh thu từ thẻ cào ngoại mạng để xem thông tin sản lượng,"""LOẠI BIỂU ĐỒ"": ""biểu đồ info main agg 03/04/1995 doanh thu từ thẻ cào ngoại mạng để xem thông tin sản lượng"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""doanh thu từ thẻ cào ngoại mạng để xem thông tin sản lượng thẻ cào ngoại mạng"", ""TIÊU ĐỀ"": ""doanh thu từ thẻ cào ngoại mạng""","""LOẠI BIỂU ĐỒ"": ""biểu đồ info_main"", ""ĐƠN VỊ"": ""A076"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""03"", ""TUẦN"": ""khác"", ""THÁNG"": ""04"", ""QUÝ"": ""khác"", ""NĂM"": ""1995"", ""CHỈ TIÊU"": ""doanh thu từ thẻ cào ngoại mạng"", ""TIÊU ĐỀ"": ""dv thanh toán điện tử"""
