GROUPPROFILECODE,CYCLETIME,AREACODE,DASHBOARDID,DASHBOARDNAME
BCL,2,VTL,2478,RPM thoại
BCL,2,VTL,2479,RPD data
,,,2480,Tổng doanh thu
BCL,2,MYN,2487,Apru
VPTD,1,TD,2507,Dán thẻ epass
BCL,2,VTZ,2508,DOU
BCL,2,VBD,2498,RPD data
BCL,2,VBD,2499,MOU
BCL,2,VTZ,2509,Apru
BCL,2,VTG,2514,RPM Thoại
BCL,2,VTTNEWNEW,1510,3. Doanh thu VTT chi tiết
BCL,2,VDS,1511,2. Lợi nhuận
BCL,2,VDS,1512,3. Chi tiết Tổng doanh thu Kinh doanh
BCL,2,VTC,1586,6. Thuê bao thực tăng giảm VTC (Kinh doanh)_Tháng
BCL,2,VDS,1514,1. Tổng doanh thu Tài chính
BCL,2,VDS,1515,VDS
BCL,2,VDS,1516,4. Doanh thu dịch vụ
BCL,2,VTTNEWNEW,1521,6. Thuê bao Thực tăng giảm
BCL,2,STL,1596,6. Thuê bao thực tăng giảm
BCL,2,STL,1597,8. Thuê bao thực 4G tăng giảm
BCL,2,STL,1598,4. Doanh thu dịch vụ
BCL,2,STL,1599,5. Tiêu dùng
BCL,1,MOV,1709,MOV
BCL,2,STL,1601,3. Doanh thu kinh doanh
BCL,2,STL,1602,2. Lợi nhuận trước thuế
BCL,2,STL,1603,1. Tổng doanh thu Tài chính
BCL,2,STL,1604,STL
BCL,2,VTZ,1892,Thuê bao thực tăng giảm
BCL,1,VTG,1878,2. Doanh thu dich vụ VTNN (kinh doanh)
BCL,1,MOV,1706,Doanh thu MOV (Kinh doanh trừ hubbing)
VPTD,2,H711,3505,Doanh thu dịch vụ nhóm VDS
VPTD,2,B240,3602,Doanh thu dịch vụ cố định băng rộng
VPTD,2,B240,3603,Doanh thu dịch vụ nhóm VTT
VPTD,2,B240,3604,Doanh thu dịch vụ nhóm VDS
VPTD,1,L072,3749,Doanh thu dịch vụ SME
VPTD,1,K058,3661,Doanh thu dịch vụ SME
VPTD,1,K058,3662,Doanh thu dịch vụ di động
VPTD,1,K058,3663,Doanh thu dịch vụ nhóm VTS
VPTD,1,K058,3664,Thuê bao FTTH
VPTD,1,K058,3665,Thuê bao di động phát triển thực
VPTD,1,K058,3666,Thuê bao 4G phát triển thực
VPTD,1,K058,3667,Tổng doanh thu dịch vụ
VPTD,1,K058,3668,Doanh thu dịch vụ cố định băng rộng
VPTD,1,K058,3669,Doanh thu dịch vụ nhóm VTT
VPTD,1,K058,3670,Thuê bao register
VPTD,1,K058,3671,Doanh thu dịch vụ nhóm VDS
VPTD,1,L072,3750,Doanh thu dịch vụ di động
VPTD,1,L072,3751,Doanh thu dịch vụ nhóm VTS
VPTD,1,L072,3752,Thuê bao FTTH
VPTD,1,L072,3753,Thuê bao di động phát triển thực
VPTD,1,L072,3754,Thuê bao 4G phát triển thực
VPTD,1,L072,3755,Tổng doanh thu dịch vụ
VPTD,1,L072,3756,Thuê bao register
VPTD,1,L072,3757,Doanh thu dịch vụ cố định băng rộng
VPTD,1,L072,3758,Doanh thu dịch vụ nhóm VTT
VPTD,1,L072,3759,Doanh thu dịch vụ nhóm VDS
VPTD,2,L072,3761,Doanh thu dịch vụ di động
VPTD,2,L072,3762,Doanh thu dịch vụ nhóm VTS
VPTD,2,L072,3763,Thuê bao FTTH
VPTD,2,L072,3764,Thuê bao di động phát triển thực
VPTD,2,L072,3765,Thuê bao 4G phát triển thực
VPTD,2,L072,3766,Tổng doanh thu dịch vụ
VPTD,2,L072,3767,Thuê bao register
VPTD,2,L072,3768,Doanh thu dịch vụ cố định băng rộng
VPTD,2,L072,3769,Doanh thu dịch vụ nhóm VTT
VPTD,2,L072,3770,Doanh thu dịch vụ nhóm VDS
VPTD,2,H019,3771,Doanh thu dịch vụ SME
VPTD,2,H019,3772,Doanh thu dịch vụ di động
VPTD,2,H019,3773,Doanh thu dịch vụ nhóm VTS
VPTD,2,H019,3774,Thuê bao FTTH
VPTD,2,H019,3775,Thuê bao di động phát triển thực
VPTD,2,H019,3776,Thuê bao 4G phát triển thực
VPTD,2,H019,3777,Tổng doanh thu dịch vụ
VPTD,2,H019,3778,Thuê bao register
VPTD,2,H019,3779,Doanh thu dịch vụ cố định băng rộng
VPTD,2,L231,3991,Doanh thu dịch vụ SME
VPTD,2,L231,3992,Doanh thu dịch vụ di động
VPTD,2,L231,3993,Doanh thu dịch vụ nhóm VTS
VPTD,2,L231,3994,Thuê bao FTTH
VPTD,2,L231,3995,Thuê bao di động phát triển thực
VPTD,2,L231,3996,Thuê bao 4G phát triển thực
VPTD,2,L231,3997,Tổng doanh thu dịch vụ
VPTD,2,L231,3998,Thuê bao register
VPTD,2,L231,3999,Doanh thu dịch vụ cố định băng rộng
VPTD,2,L231,4000,Doanh thu dịch vụ nhóm VTT
VPTD,2,L231,4001,Doanh thu dịch vụ nhóm VDS
VPTD,1,H004,4100,Doanh thu dịch vụ nhóm VDS
VPTD,2,H004,4101,Doanh thu dịch vụ SME
VPTD,2,H004,4102,Doanh thu dịch vụ di động
VPTD,2,H004,4103,Doanh thu dịch vụ nhóm VTS
VPTD,2,H004,4104,Thuê bao FTTH
VPTD,2,H004,4105,Thuê bao di động phát triển thực
VPTD,2,H004,4106,Thuê bao 4G phát triển thực
VPTD,2,H004,4107,Tổng doanh thu dịch vụ
VPTD,2,H004,4108,Thuê bao register
VPTD,2,H004,4109,Doanh thu dịch vụ cố định băng rộng
VPTD,2,H004,4110,Doanh thu dịch vụ nhóm VTT
VPTD,2,H004,4111,Doanh thu dịch vụ nhóm VDS
VPTD,1,L025,4156,Doanh thu dịch vụ di động
VPTD,1,L025,4157,Doanh thu dịch vụ nhóm VTS
VPTD,1,L025,4158,Thuê bao FTTH
VPTD,1,L025,4159,Thuê bao di động phát triển thực
VPTD,1,L025,4160,Thuê bao 4G phát triển thực
VPTD,1,L025,4161,Tổng doanh thu dịch vụ
VPTD,1,L025,4162,Thuê bao register
VPTD,1,L025,4163,Doanh thu dịch vụ cố định băng rộng
VPTD,1,L025,4164,Doanh thu dịch vụ nhóm VTT
VPTD,1,L025,4165,Doanh thu dịch vụ nhóm VDS
VPTD,1,L025,4166,Doanh thu dịch vụ SME
VPTD,2,V211,4214,Thuê bao FTTH
VPTD,2,V211,4215,Thuê bao di động phát triển thực
VPTD,2,V211,4216,Thuê bao 4G phát triển thực
VPTD,2,V211,4217,Tổng doanh thu dịch vụ
VPTD,2,V211,4218,Thuê bao register
VPTD,2,V211,4219,Doanh thu dịch vụ cố định băng rộng
VPTD,2,V211,4220,Doanh thu dịch vụ nhóm VTT
VPTD,2,V211,4221,Doanh thu dịch vụ nhóm VDS
VPTD,1,C026,4246,Doanh thu dịch vụ SME
VPTD,1,C026,4247,Doanh thu dịch vụ di động
VPTD,1,C026,4248,Doanh thu dịch vụ nhóm VTS
VPTD,1,C026,4249,Thuê bao FTTH
VPTD,1,C026,4250,Thuê bao di động phát triển thực
VPTD,1,C026,4251,Thuê bao 4G phát triển thực
VPTD,1,C026,4252,Tổng doanh thu dịch vụ
VPTD,1,C026,4253,Thuê bao register
VPTD,1,C026,4254,Doanh thu dịch vụ cố định băng rộng
VPTD,1,C026,4255,Doanh thu dịch vụ nhóm VTT
VPTD,1,C026,4256,Doanh thu dịch vụ nhóm VDS
VPTD,2,C026,4257,Doanh thu dịch vụ SME
VPTD,2,C026,4258,Doanh thu dịch vụ di động
VPTD,2,C026,4259,Doanh thu dịch vụ nhóm VTS
VPTD,2,C026,4260,Thuê bao FTTH
VPTD,2,C026,4261,Thuê bao di động phát triển thực
VPTD,2,C026,4262,Thuê bao 4G phát triển thực
VPTD,2,C026,4263,Tổng doanh thu dịch vụ
VPTD,2,C026,4264,Thuê bao register
VPTD,2,C026,4265,Doanh thu dịch vụ cố định băng rộng
VPTD,2,C026,4266,Doanh thu dịch vụ nhóm VTT
VPTD,2,C026,4267,Doanh thu dịch vụ nhóm VDS
VPTD,2,N038,4323,Doanh thu dịch vụ SME
VPTD,2,N038,4324,Doanh thu dịch vụ di động
VPTD,2,N038,4325,Doanh thu dịch vụ nhóm VTS
VPTD,2,N038,4326,Thuê bao FTTH
VPTD,2,N038,4327,Thuê bao di động phát triển thực
VPTD,2,N038,4328,Thuê bao 4G phát triển thực
VPTD,2,N038,4329,Tổng doanh thu dịch vụ
VPTD,2,N038,4330,Thuê bao register
VPTD,2,N038,4331,Doanh thu dịch vụ cố định băng rộng
VPTD,2,N038,4332,Doanh thu dịch vụ nhóm VTT
VPTD,2,N038,4333,Doanh thu dịch vụ nhóm VDS
VPTD,2,C780,4301,Doanh thu dịch vụ SME
VPTD,2,C780,4302,Doanh thu dịch vụ di động
VPTD,2,C780,4303,Doanh thu dịch vụ nhóm VTS
VPTD,2,C780,4304,Thuê bao FTTH
VPTD,2,C780,4305,Thuê bao di động phát triển thực
VPTD,2,C780,4306,Thuê bao 4G phát triển thực
VPTD,2,C780,4307,Tổng doanh thu dịch vụ
VPTD,2,C780,4308,Thuê bao register
VPTD,2,C780,4309,Doanh thu dịch vụ cố định băng rộng
VPTD,2,C780,4310,Doanh thu dịch vụ nhóm VTT
VPTD,2,C780,4311,Doanh thu dịch vụ nhóm VDS
VPTD,2,Y029,4334,Thuê bao FTTH
VPTD,2,Y029,4335,Thuê bao di động phát triển thực
VPTD,2,Y029,4336,Thuê bao 4G phát triển thực
VPTD,2,Y029,4337,Tổng doanh thu dịch vụ
VPTD,2,Y029,4338,Thuê bao register
VPTD,2,Y029,4339,Doanh thu dịch vụ cố định băng rộng
VPTD,2,Y029,4340,Doanh thu dịch vụ nhóm VTT
VPTD,2,Y029,4341,Doanh thu dịch vụ nhóm VDS
VPTD,2,Y029,4342,Doanh thu dịch vụ di động
VPTD,2,Y029,4343,Doanh thu dịch vụ SME
VPTD,2,Y029,4344,Doanh thu dịch vụ nhóm VTS
VPTD,1,Q033,4378,Doanh thu dịch vụ nhóm VTT
VPTD,1,Q033,4379,Doanh thu dịch vụ nhóm VDS
VPTD,1,Q033,4380,Doanh thu dịch vụ SME
VPTD,1,Q033,4381,Doanh thu dịch vụ di động
VPTD,1,Q033,4382,Thuê bao register
VPTD,1,Q033,4383,Doanh thu dịch vụ nhóm VTS
VPTD,1,Q033,4384,Thuê bao FTTH
VPTD,2,T027,3925,Doanh thu dịch vụ di động
VPTD,2,T027,3926,Doanh thu dịch vụ SME
VPTD,2,T027,3927,Doanh thu dịch vụ nhóm VTS
VPTD,2,T027,3928,Thuê bao FTTH
VPTD,2,T027,3929,Thuê bao di động phát triển thực
VPTD,2,T027,3930,Thuê bao 4G phát triển thực
VPTD,2,T027,3931,Tổng doanh thu dịch vụ
VPTD,2,T027,3932,Thuê bao register
VPTD,2,T027,3933,Doanh thu dịch vụ cố định băng rộng
VPTD,2,T027,3934,Doanh thu dịch vụ nhóm VTT
VPTD,2,T027,3935,Doanh thu dịch vụ nhóm VDS
VPTD,2,V070,4112,Doanh thu dịch vụ di động
VPTD,2,V070,4113,Doanh thu dịch vụ SME
VPTD,2,V070,4114,Doanh thu dịch vụ nhóm VTS
VPTD,2,V070,4115,Thuê bao FTTH
VPTD,2,V070,4116,Thuê bao di động phát triển thực
VPTD,2,V070,4117,Thuê bao 4G phát triển thực
VPTD,2,V070,4118,Tổng doanh thu dịch vụ
VPTD,2,V070,4119,Thuê bao register
VPTD,2,V070,4120,Doanh thu dịch vụ cố định băng rộng
VPTD,2,V070,4121,Doanh thu dịch vụ nhóm VTT
VPTD,2,V070,4122,Doanh thu dịch vụ nhóm VDS
VPTD,1,T008,4223,Doanh thu dịch vụ nhóm VTT
VPTD,1,N030,4356,Doanh thu dịch vụ di động
VPTD,1,N030,4357,Doanh thu dịch vụ nhóm VTS
VPTD,1,N030,4358,Thuê bao FTTH
VPTD,1,N030,4359,Thuê bao di động phát triển thực
VPTD,1,N030,4360,Thuê bao 4G phát triển thực
VPTD,1,N030,4361,Tổng doanh thu dịch vụ
VPTD,1,N030,4362,Thuê bao register
VPTD,1,N030,4363,Doanh thu dịch vụ cố định băng rộng
VPTD,1,N030,4364,Doanh thu dịch vụ nhóm VTT
VPTD,1,N030,4365,Doanh thu dịch vụ nhóm VDS
VPTD,1,N030,4366,Doanh thu dịch vụ SME
VPTD,1,Q033,4385,Thuê bao di động phát triển thực
VPTD,1,Q033,4386,Thuê bao 4G phát triển thực
VPTD,1,Q033,4387,Tổng doanh thu dịch vụ
VPTD,1,Q033,4388,Doanh thu dịch vụ cố định băng rộng
VPTD,2,Q033,4389,Doanh thu dịch vụ SME
VPTD,2,Q033,4390,Doanh thu dịch vụ di động
VPTD,2,Q033,4391,Doanh thu dịch vụ nhóm VTS
VPTD,2,Q033,4392,Thuê bao FTTH
VPTD,2,Q033,4394,Thuê bao 4G phát triển thực
VPTD,2,Q033,4395,Tổng doanh thu dịch vụ
VPTD,2,Q033,4396,Thuê bao register
VPTD,2,Q033,4397,Doanh thu dịch vụ cố định băng rộng
VPTD,2,Q033,4398,Doanh thu dịch vụ nhóm VTT
VPTD,2,Q033,4399,Doanh thu dịch vụ nhóm VDS
VPTD,2,Q052,4400,Doanh thu dịch vụ SME
VPTD,2,Q052,4401,Doanh thu dịch vụ di động
VPTD,2,Q052,4402,Doanh thu dịch vụ nhóm VTS
VPTD,2,Q052,4403,Thuê bao FTTH
VPTD,2,Q052,4404,Thuê bao di động phát triển thực
VPTD,2,Q052,4405,Thuê bao 4G phát triển thực
VPTD,2,Q052,4406,Tổng doanh thu dịch vụ
VPTD,2,Q052,4407,Thuê bao register
VPTD,2,Q052,4408,Doanh thu dịch vụ cố định băng rộng
VPTD,2,Q052,4409,Doanh thu dịch vụ nhóm VTT
VPTD,2,Q052,4410,Doanh thu dịch vụ nhóm VDS
VPTD,1,C710,4457,Doanh thu dịch vụ SME
VPTD,1,C710,4458,Doanh thu dịch vụ di động
VPTD,1,C710,4459,Doanh thu dịch vụ nhóm VTS
VPTD,1,C710,4460,Thuê bao FTTH
VPTD,1,C710,4461,Thuê bao di động phát triển thực
VPTD,1,C710,4462,Thuê bao 4G phát triển thực
VPTD,1,C710,4463,Tổng doanh thu dịch vụ
VPTD,1,C710,4464,Thuê bao register
VPTD,1,C710,4465,Doanh thu dịch vụ cố định băng rộng
VPTD,1,C710,4466,Doanh thu dịch vụ nhóm VTT
VPTD,1,C710,4467,Doanh thu dịch vụ nhóm VDS
VPTD,2,C710,4468,Doanh thu dịch vụ SME
VPTD,2,C710,4469,Doanh thu dịch vụ di động
VPTD,2,C710,4470,Doanh thu dịch vụ nhóm VTS
VPTD,2,C710,4471,Thuê bao FTTH
VPTD,2,C710,4472,Thuê bao di động phát triển thực
VPTD,2,C710,4473,Thuê bao 4G phát triển thực
VPTD,2,C710,4474,Tổng doanh thu dịch vụ
VPTD,2,C710,4475,Thuê bao register
VPTD,2,C710,4476,Doanh thu dịch vụ cố định băng rộng
VPTD,2,C710,4477,Doanh thu dịch vụ nhóm VTT
VPTD,2,C710,4478,Doanh thu dịch vụ nhóm VDS
VPTD,1,N068,4501,Doanh thu dịch vụ SME
VPTD,1,N068,4502,Doanh thu dịch vụ di động
VPTD,1,N068,4503,Doanh thu dịch vụ nhóm VTS
VPTD,1,N068,4504,Thuê bao FTTH
VPTD,1,N068,4505,Thuê bao di động phát triển thực
VPTD,1,N068,4506,Thuê bao 4G phát triển thực
VPTD,1,N068,4507,Tổng doanh thu dịch vụ
VPTD,1,N068,4508,Thuê bao register
VPTD,1,N068,4509,Doanh thu dịch vụ cố định băng rộng
VPTD,1,N068,4510,Doanh thu dịch vụ nhóm VTT
VPTD,1,N068,4511,Doanh thu dịch vụ nhóm VDS
VPTD,1,D500,4580,Thuê bao FTTH
VPTD,1,D500,4581,Thuê bao di động phát triển thực
VPTD,1,D500,4582,Thuê bao 4G phát triển thực
VPTD,1,D500,4583,Tổng doanh thu dịch vụ
VPTD,1,D500,4584,Thuê bao register
VPTD,1,D500,4585,Doanh thu dịch vụ cố định băng rộng
VPTD,1,D500,4586,Doanh thu dịch vụ nhóm VTT
VPTD,1,D500,4587,Doanh thu dịch vụ nhóm VDS
VPTD,1,T073,3859,Doanh thu dịch vụ SME
VPTD,1,T073,3860,Doanh thu dịch vụ di động
VPTD,1,T073,3861,Doanh thu dịch vụ nhóm VTS
VPTD,1,T073,3862,Thuê bao FTTH
VPTD,1,T073,3863,Thuê bao di động phát triển thực
VPTD,1,T073,3864,Thuê bao 4G phát triển thực
VPTD,1,T073,3865,Tổng doanh thu dịch vụ
VPTD,1,T073,3866,Thuê bao register
VPTD,1,T073,3867,Doanh thu dịch vụ cố định băng rộng
VPTD,1,T073,3868,Doanh thu dịch vụ nhóm VTT
VPTD,1,T073,3869,Doanh thu dịch vụ nhóm VDS
VPTD,1,T074,4002,Doanh thu dịch vụ SME
VPTD,1,T074,4003,Doanh thu dịch vụ di động
VPTD,1,T074,4004,Thuê bao register
VPTD,1,T074,4005,Doanh thu dịch vụ nhóm VTS
VPTD,1,T074,4006,Thuê bao FTTH
VPTD,1,T074,4007,Thuê bao di động phát triển thực
VPTD,1,T074,4008,Thuê bao 4G phát triển thực
VPTD,1,T074,4009,Tổng doanh thu dịch vụ
VPTD,1,T074,4010,Doanh thu dịch vụ cố định băng rộng
VPTD,1,T074,4011,Doanh thu dịch vụ nhóm VTT
VPTD,1,T074,4012,Doanh thu dịch vụ nhóm VDS
VPTD,1,V211,4200,Doanh thu dịch vụ SME
VPTD,1,V211,4201,Doanh thu dịch vụ di động
VPTD,1,V211,4202,Thuê bao register
VPTD,1,V211,4203,Doanh thu dịch vụ nhóm VTS
VPTD,1,V211,4204,Thuê bao FTTH
VPTD,1,V211,4205,Thuê bao di động phát triển thực
VPTD,1,V211,4206,Thuê bao 4G phát triển thực
VPTD,1,V211,4207,Tổng doanh thu dịch vụ
VPTD,1,V211,4208,Doanh thu dịch vụ cố định băng rộng
VPTD,1,V211,4209,Doanh thu dịch vụ nhóm VTT
VPTD,1,V211,4210,Doanh thu dịch vụ nhóm VDS
VPTD,1,C780,4290,Doanh thu dịch vụ SME
VPTD,1,N038,4312,Doanh thu dịch vụ di động
VPTD,1,N038,4313,Doanh thu dịch vụ nhóm VTS
VPTD,1,N038,4314,Thuê bao FTTH
VPTD,1,N038,4315,Thuê bao di động phát triển thực
VPTD,1,N038,4316,Thuê bao 4G phát triển thực
VPTD,1,N038,4317,Tổng doanh thu dịch vụ
VPTD,1,N038,4318,Thuê bao register
VPTD,1,N038,4319,Doanh thu dịch vụ cố định băng rộng
VPTD,1,N038,4320,Doanh thu dịch vụ nhóm VTT
VPTD,1,N038,4321,Doanh thu dịch vụ nhóm VDS
VPTD,1,N038,4322,Doanh thu dịch vụ SME
VPTD,1,C780,4291,Doanh thu dịch vụ di động
VPTD,1,C780,4292,Doanh thu dịch vụ nhóm VTS
VPTD,1,C780,4293,Thuê bao FTTH
VPTD,1,C780,4294,Thuê bao di động phát triển thực
VPTD,1,C780,4295,Thuê bao 4G phát triển thực
VPTD,1,C780,4296,Tổng doanh thu dịch vụ
VPTD,1,C780,4297,Thuê bao register
VPTD,1,C780,4298,Doanh thu dịch vụ cố định băng rộng
VPTD,1,C780,4299,Doanh thu dịch vụ nhóm VTT
VPTD,1,C780,4300,Doanh thu dịch vụ nhóm VDS
VPTD,1,Y029,4345,Doanh thu dịch vụ SME
VPTD,1,Y029,4346,Doanh thu dịch vụ di động
VPTD,1,Y029,4347,Thuê bao register
VPTD,1,Y029,4348,Doanh thu dịch vụ nhóm VTS
VPTD,1,Y029,4349,Thuê bao FTTH
VPTD,1,Y029,4350,Thuê bao di động phát triển thực
VPTD,1,Y029,4351,Thuê bao 4G phát triển thực
VPTD,1,Y029,4352,Tổng doanh thu dịch vụ
VPTD,1,Y029,4353,Doanh thu dịch vụ cố định băng rộng
VPTD,1,Y029,4354,Doanh thu dịch vụ nhóm VTT
VPTD,1,Y029,4355,Doanh thu dịch vụ nhóm VDS
VPTD,2,N030,4367,Doanh thu dịch vụ SME
VPTD,2,N030,4368,Doanh thu dịch vụ di động
VPTD,2,N030,4369,Doanh thu dịch vụ nhóm VTS
VPTD,2,N030,4370,Thuê bao FTTH
VPTD,2,N030,4371,Thuê bao di động phát triển thực
VPTD,2,N030,4372,Thuê bao 4G phát triển thực
VPTD,2,N030,4373,Tổng doanh thu dịch vụ
VPTD,2,N030,4374,Thuê bao register
VPTD,2,N030,4375,Doanh thu dịch vụ cố định băng rộng
VPTD,2,N030,4376,Doanh thu dịch vụ nhóm VTT
VPTD,2,N030,4377,Doanh thu dịch vụ nhóm VDS
VPTD,1,TSS,4434,Khối tỉnh/TP
VPTD,1,N350,4435,Doanh thu dịch vụ SME
VPTD,1,N350,4436,Doanh thu dịch vụ di động
VPTD,1,N350,4437,Doanh thu dịch vụ nhóm VTS
VPTD,1,N350,4438,Thuê bao FTTH
VPTD,1,N350,4439,Thuê bao di động phát triển thực
VPTD,1,N350,4440,Thuê bao 4G phát triển thực
VPTD,1,N350,4441,Tổng doanh thu dịch vụ
VPTD,1,N350,4442,Thuê bao register
VPTD,1,N350,4443,Doanh thu dịch vụ cố định băng rộng
VPTD,1,N350,4444,Doanh thu dịch vụ nhóm VTT
VPTD,1,N350,4445,Doanh thu dịch vụ nhóm VDS
VPTD,1,Q055,4523,Doanh thu dịch vụ nhóm VTT
VPTD,1,Q055,4524,Doanh thu dịch vụ nhóm VDS
VPTD,1,Q055,4525,Doanh thu dịch vụ SME
VPTD,1,Q055,4526,Doanh thu dịch vụ di động
VPTD,1,Q055,4527,Thuê bao register
VPTD,1,Q055,4528,Doanh thu dịch vụ nhóm VTS
VPTD,1,Q055,4529,Thuê bao FTTH
VPTD,1,Q055,4530,Thuê bao di động phát triển thực
VPTD,1,Q055,4531,Thuê bao 4G phát triển thực
VPTD,1,Q055,4532,Tổng doanh thu dịch vụ
VPTD,1,Q055,4533,Doanh thu dịch vụ cố định băng rộng
VPTD,1,TSS,4545,Doanh thu dịch vụ (VTT+VTS+VDS)
VPTD,1,D501,4555,Doanh thu dịch vụ SME
VPTD,1,D501,4556,Doanh thu dịch vụ di động
VPTD,1,L020,3947,Doanh thu dịch vụ SME
VPTD,1,L020,3948,Doanh thu dịch vụ di động
VPTD,1,L020,3949,Doanh thu dịch vụ nhóm VTS
VPTD,1,L020,3950,Thuê bao FTTH
VPTD,1,L020,3951,Thuê bao di động phát triển thực
VPTD,1,L020,3952,Thuê bao 4G phát triển thực
VPTD,1,L020,3953,Tổng doanh thu dịch vụ
VPTD,1,L020,3954,Thuê bao register
VPTD,1,L020,3955,Doanh thu dịch vụ cố định băng rộng
VPTD,1,L020,3956,Doanh thu dịch vụ nhóm VTT
VPTD,1,L020,3957,Doanh thu dịch vụ nhóm VDS
VPTD,1,L231,3969,Doanh thu dịch vụ SME
VPTD,1,L231,3970,Doanh thu dịch vụ di động
VPTD,1,L231,3971,Doanh thu dịch vụ nhóm VTS
VPTD,1,L231,3972,Thuê bao FTTH
VPTD,1,L231,3973,Thuê bao di động phát triển thực
VPTD,1,L231,3974,Thuê bao 4G phát triển thực
VPTD,1,L231,3975,Tổng doanh thu dịch vụ
VPTD,1,L231,3976,Thuê bao register
VPTD,1,L231,3977,Doanh thu dịch vụ cố định băng rộng
VPTD,1,L231,3978,Doanh thu dịch vụ nhóm VTT
VPTD,1,L231,3979,Doanh thu dịch vụ nhóm VDS
VPTD,1,B062,4068,Doanh thu dịch vụ SME
VPTD,1,B062,4069,Doanh thu dịch vụ di động
VPTD,1,B062,4070,Doanh thu dịch vụ nhóm VTS
VPTD,1,B062,4071,Thuê bao FTTH
VPTD,1,B062,4072,Thuê bao di động phát triển thực
VPTD,1,B062,4073,Thuê bao 4G phát triển thực
VPTD,1,B062,4074,Tổng doanh thu dịch vụ
VPTD,1,B062,4075,Thuê bao register
VPTD,1,B062,4076,Doanh thu dịch vụ cố định băng rộng
VPTD,1,B062,4077,Doanh thu dịch vụ nhóm VTT
VPTD,1,B062,4078,Doanh thu dịch vụ nhóm VDS
VPTD,2,B062,4079,Doanh thu dịch vụ SME
VPTD,2,B062,4080,Doanh thu dịch vụ di động
VPTD,2,B062,4081,Doanh thu dịch vụ nhóm VTS
VPTD,2,B062,4082,Thuê bao FTTH
VPTD,2,B062,4083,Thuê bao di động phát triển thực
VPTD,2,B062,4084,Thuê bao 4G phát triển thực
VPTD,2,B062,4085,Tổng doanh thu dịch vụ
VPTD,2,B062,4086,Thuê bao register
VPTD,2,B062,4087,Doanh thu dịch vụ cố định băng rộng
VPTD,2,B062,4088,Doanh thu dịch vụ nhóm VTT
VPTD,2,B062,4089,Doanh thu dịch vụ nhóm VDS
VPTD,2,L063,4145,Doanh thu dịch vụ SME
VPTD,2,L063,4146,Doanh thu dịch vụ di động
VPTD,2,L063,4147,Doanh thu dịch vụ nhóm VTS
VPTD,2,L063,4148,Thuê bao FTTH
VPTD,2,L063,4149,Thuê bao di động phát triển thực
VPTD,2,L063,4150,Thuê bao 4G phát triển thực
VPTD,2,L063,4151,Tổng doanh thu dịch vụ
VPTD,2,L063,4152,Thuê bao register
VPTD,2,L063,4153,Doanh thu dịch vụ cố định băng rộng
VPTD,2,L063,4154,Doanh thu dịch vụ nhóm VTT
VPTD,2,L063,4155,Doanh thu dịch vụ nhóm VDS
VPTD,1,T008,4178,Doanh thu dịch vụ nhóm VDS
VPTD,1,T008,4179,Doanh thu dịch vụ SME
VPTD,1,T008,4180,Doanh thu dịch vụ di động
VPTD,1,T008,4181,Thuê bao register
VPTD,1,T008,4182,Doanh thu dịch vụ nhóm VTS
VPTD,1,T008,4183,Thuê bao FTTH
VPTD,1,T008,4184,Thuê bao di động phát triển thực
VPTD,1,T008,4185,Thuê bao 4G phát triển thực
VPTD,1,T008,4186,Tổng doanh thu dịch vụ
VPTD,1,T008,4187,Doanh thu dịch vụ cố định băng rộng
VPTD,2,V064,4224,Thuê bao FTTH
VPTD,2,T008,4189,Doanh thu dịch vụ SME
VPTD,2,T008,4190,Doanh thu dịch vụ di động
VPTD,2,T008,4191,Doanh thu dịch vụ nhóm VTS
VPTD,2,T008,4192,Thuê bao FTTH
VPTD,2,T008,4193,Thuê bao di động phát triển thực
VPTD,2,T008,4194,Thuê bao 4G phát triển thực
VPTD,2,T008,4195,Tổng doanh thu dịch vụ
VPTD,2,T008,4196,Thuê bao register
VPTD,2,T008,4197,Doanh thu dịch vụ cố định băng rộng
VPTD,2,T008,4198,Doanh thu dịch vụ nhóm VTT
VPTD,2,T008,4199,Doanh thu dịch vụ nhóm VDS
VPTD,2,V064,4225,Thuê bao di động phát triển thực
VPTD,2,V064,4226,Thuê bao 4G phát triển thực
VPTD,2,V064,4227,Tổng doanh thu dịch vụ
VPTD,2,V064,4228,Thuê bao register
VPTD,2,V064,4229,Doanh thu dịch vụ cố định băng rộng
VPTD,2,V064,4230,Doanh thu dịch vụ nhóm VTT
VPTD,2,V064,4231,Doanh thu dịch vụ nhóm VDS
VPTD,2,V064,4232,Doanh thu dịch vụ di động
VPTD,2,V064,4233,Doanh thu dịch vụ SME
VPTD,2,V064,4234,Doanh thu dịch vụ nhóm VTS
VPTD,1,V064,4235,Doanh thu dịch vụ SME
VPTD,1,V064,4236,Doanh thu dịch vụ di động
VPTD,1,V064,4237,Thuê bao register
VPTD,1,V064,4238,Doanh thu dịch vụ nhóm VTS
VPTD,1,V064,4239,Thuê bao FTTH
VPTD,1,V064,4240,Thuê bao di động phát triển thực
VPTD,1,H031,3574,Doanh thu dịch vụ nhóm VTS
VPTD,1,H031,3575,Thuê bao FTTH
VPTD,1,H031,3576,Thuê bao di động phát triển thực
VPTD,1,H031,3577,Thuê bao 4G phát triển thực
VPTD,1,H031,3578,Tổng doanh thu dịch vụ
