,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Câu lệnh sinh ra,Câu lệnh có sẵn
1401,1401,1401,1401,Báo cáo chốt tháng phải được mở ra ngay,Mở báo cáo chốt tháng 
1402,1402,1402,1402,Đừng bỏ qua việc mở báo cáo chốt tháng,Mở báo cáo chốt tháng 
1403,1403,1403,1403,Yêu cầu mở báo cáo chốt tháng ngay lập tức,Mở báo cáo chốt tháng 
1404,1404,1404,1404,Hãy làm ơn mở báo cáo chốt tháng ngay đi,Mở báo cáo chốt tháng 
1405,1405,1405,1405,Mở báo cáo chốt tháng ngay bây giờ,Mở báo cáo chốt tháng 
1406,1406,1406,1406,Đừng chần chừ mà hãy mở báo cáo chốt tháng,Mở báo cáo chốt tháng 
1407,1407,1407,1407,Mở báo cáo chốt tháng ngay lúc này,Mở báo cáo chốt tháng 
1408,1408,1408,1408,Xin vui lòng mở báo cáo chốt tháng cho tôi,Mở báo cáo chốt tháng 
1409,1409,1409,1409,Đừng quên mở báo cáo chốt tháng,Mở báo cáo chốt tháng 
1410,1410,1410,1410,Cần phải mở báo cáo chốt tháng ngay từ hôm nay,Mở báo cáo chốt tháng 
1411,1411,1411,1411,Một việc cần làm là phải mở báo cáo chốt tháng,Mở báo cáo chốt tháng 
1412,1412,1412,1412,Mong được mở báo cáo chốt tháng sớm nhất có thể,Mở báo cáo chốt tháng 
1413,1413,1413,1413,"Đừng đợi mãi, mở báo cáo chốt tháng đi",Mở báo cáo chốt tháng 
1414,1414,1414,1414,Hãy mở báo cáo chốt tháng không phải sau,Mở báo cáo chốt tháng 
1415,1415,1415,1415,Việc hàng đầu là phải mở báo cáo chốt tháng,Mở báo cáo chốt tháng 
1416,1416,1416,1416,Vui lòng mở báo cáo chốt tháng lên,Mở báo cáo chốt tháng 
1417,1417,1417,1417,Cần thiết phải mở báo cáo chốt tháng ngay,Mở báo cáo chốt tháng 
1418,1418,1418,1418,Mong muốn là mở báo cáo chốt tháng ngay tức thì,Mở báo cáo chốt tháng 
1419,1419,1419,1419,Yêu cầu mở báo cáo chốt tháng ngay từ bây giờ,Mở báo cáo chốt tháng 
1420,1420,1420,1420,Hãy mở báo cáo chốt tháng ngay lập tức,Mở báo cáo chốt tháng 
1421,1421,1421,1421,Đừng chần chừ mà hãy mở báo cáo chốt tháng,Mở báo cáo chốt tháng 
1422,1422,1422,1422,Mở báo cáo chốt tháng ngay vào lúc này,Mở báo cáo chốt tháng 
1423,1423,1423,1423,Xin vui lòng mở báo cáo chốt tháng cho tôi,Mở báo cáo chốt tháng 
1424,1424,1424,1424,Đừng quên mở báo cáo chốt tháng,Mở báo cáo chốt tháng 
1425,1425,1425,1425,Yêu cầu mở báo cáo chốt tháng ngay hôm nay,Mở báo cáo chốt tháng 
1426,1426,1426,1426,Hãy làm ơn mở báo cáo chốt tháng ngay đi,Mở báo cáo chốt tháng 
1427,1427,1427,1427,Mở báo cáo chốt tháng ngay từ bây giờ,Mở báo cáo chốt tháng 
1428,1428,1428,1428,Đừng bỏ qua việc mở báo cáo chốt tháng,Mở báo cáo chốt tháng 
1429,1429,1429,1429,Cần thiết phải mở báo cáo chốt tháng ngay bây giờ,Mở báo cáo chốt tháng 
1430,1430,1430,1430,Mong muốn mở báo cáo chốt tháng sớm nhất có thể,Mở báo cáo chốt tháng 
1431,1431,1431,1431,Hãy mở báo cáo chốt tháng không phải sau,Mở báo cáo chốt tháng 
1432,1432,1432,1432,Việc hàng đầu là phải mở báo cáo chốt tháng,Mở báo cáo chốt tháng 
1433,1433,1433,1433,Vui lòng mở báo cáo chốt tháng lên,Mở báo cáo chốt tháng 
1434,1434,1434,1434,Mở báo cáo chốt tháng ngay từ hôm nay,Mở báo cáo chốt tháng 
1435,1435,1435,1435,"Đừng đợi mãi, mở báo cáo chốt tháng đi",Mở báo cáo chốt tháng 
1436,1436,1436,1436,Hãy mở báo cáo chốt tháng ngay tức thì,Mở báo cáo chốt tháng 
1437,1437,1437,1437,Yêu cầu mở báo cáo chốt tháng ngay từ bây giờ,Mở báo cáo chốt tháng 
1438,1438,1438,1438,Hãy mở báo cáo chốt tháng ngay lập tức,Mở báo cáo chốt tháng 
1439,1439,1439,1439,Đừng chần chừ mà hãy mở báo cáo chốt tháng,Mở báo cáo chốt tháng 
1440,1440,1440,1440,Mở báo cáo chốt tháng ngay vào lúc này,Mở báo cáo chốt tháng 
1441,1441,1441,1441,Xin vui lòng mở báo cáo chốt tháng cho tôi,Mở báo cáo chốt tháng 
1442,1442,1442,1442,Đừng quên mở báo cáo chốt tháng,Mở báo cáo chốt tháng 
1443,1443,1443,1443,Yêu cầu mở báo cáo chốt tháng ngay hôm nay,Mở báo cáo chốt tháng 
1444,1444,1444,1444,Hãy làm ơn mở báo cáo chốt tháng ngay đi,Mở báo cáo chốt tháng 
1445,1445,1445,1445,Mở báo cáo chốt tháng ngay từ bây giờ,Mở báo cáo chốt tháng 
1446,1446,1446,1446,Đừng bỏ qua việc mở báo cáo chốt tháng,Mở báo cáo chốt tháng 
1447,1447,1447,1447,Cần thiết phải mở báo cáo chốt tháng ngay bây giờ,Mở báo cáo chốt tháng 
1448,1448,1448,1448,Mong muốn mở báo cáo chốt tháng sớm nhất có thể,Mở báo cáo chốt tháng 
1449,1449,1449,1449,Hãy mở báo cáo chốt tháng không phải sau,Mở báo cáo chốt tháng 
1450,1450,1450,1450,Hãy mở báo cáo động ngay,Mở báo cáo động 
1451,1451,1451,1451,Mở báo cáo động ngay lập tức,Mở báo cáo động 
1452,1452,1452,1452,"Đừng chần chừ, mở báo cáo động đi",Mở báo cáo động 
1453,1453,1453,1453,Mở báo cáo động chớp nhoáng,Mở báo cáo động 
1454,1454,1454,1454,Hãy mở báo cáo động không chậm trễ,Mở báo cáo động 
1455,1455,1455,1455,Đừng để báo cáo động đóng lại nữa,Mở báo cáo động 
1456,1456,1456,1456,Mở ngay báo cáo động với tư cách là một lệnh,Mở báo cáo động 
1457,1457,1457,1457,"Không chần chừ nữa, hãy mở báo cáo động",Mở báo cáo động 
1458,1458,1458,1458,Hãy mở báo cáo động ngay tức thì,Mở báo cáo động 
1459,1459,1459,1459,Báo cáo động cần được mở kịp thời,Mở báo cáo động 
1460,1460,1460,1460,Mở ngay báo cáo động cho tôi xem,Mở báo cáo động 
1461,1461,1461,1461,Mở báo cáo động ngay bây giờ,Mở báo cáo động 
1462,1462,1462,1462,"Đây là lệnh, hãy mở báo cáo động",Mở báo cáo động 
1463,1463,1463,1463,Hãy nhanh chóng mở báo cáo động,Mở báo cáo động 
1464,1464,1464,1464,"Mãi mãi không thể chờ đợi, mở báo cáo động",Mở báo cáo động 
1465,1465,1465,1465,Mở báo cáo động không quá trễ,Mở báo cáo động 
1466,1466,1466,1466,"Đừng ngần ngại, hãy mở báo cáo động",Mở báo cáo động 
1467,1467,1467,1467,Mở báo cáo động mà không bàn cãi nữa,Mở báo cáo động 
1468,1468,1468,1468,Mở báo cáo động không để lâu,Mở báo cáo động 
1469,1469,1469,1469,"Đừng tiếp tục trì hoãn, hãy mở báo cáo động đi",Mở báo cáo động 
1470,1470,1470,1470,Hãy mở báo cáo động không chậm trễ,Mở báo cáo động 
1471,1471,1471,1471,Báo cáo động cần phải được mở công khai,Mở báo cáo động 
1472,1472,1472,1472,Mở báo cáo động ngay tức thì,Mở báo cáo động 
1473,1473,1473,1473,"Không chơi trò chờ đợi nữa, hãy mở báo cáo động",Mở báo cáo động 
1474,1474,1474,1474,Hãy mở báo cáo động ngay và luôn,Mở báo cáo động 
1475,1475,1475,1475,Mở báo cáo động ngay tức thì đi,Mở báo cáo động 
1476,1476,1476,1476,"Đừng làm tôi phải nói lần hai, mở báo cáo động đi",Mở báo cáo động 
1477,1477,1477,1477,Mở báo cáo động không ngần ngại,Mở báo cáo động 
1478,1478,1478,1478,Báo cáo động cần phải được mở ngay,Mở báo cáo động 
1479,1479,1479,1479,Mở báo cáo động không chơi xỏ,Mở báo cáo động 
1480,1480,1480,1480,Hãy mở báo cáo động càng sớm càng tốt,Mở báo cáo động 
1481,1481,1481,1481,Mở báo cáo động không xem xét thêm,Mở báo cáo động 
1482,1482,1482,1482,"Đừng trì hoãn nữa, hãy mở báo cáo động",Mở báo cáo động 
1483,1483,1483,1483,Hãy mở báo cáo động không cần nghĩ,Mở báo cáo động 
1484,1484,1484,1484,Mở báo cáo động một cách nhanh chóng,Mở báo cáo động 
1485,1485,1485,1485,Hãy mở báo cáo động mà không có chuyện gì,Mở báo cáo động 
1486,1486,1486,1486,Mở báo cáo động không chần chừ nữa,Mở báo cáo động 
1487,1487,1487,1487,"Đừng đảo lộn, mở báo cáo động đi",Mở báo cáo động 
1488,1488,1488,1488,Mở báo cáo động không để ai chờ đợi,Mở báo cáo động 
1489,1489,1489,1489,Hãy mở báo cáo động không ra lệnh lại,Mở báo cáo động 
1490,1490,1490,1490,Mở báo cáo động không ngại ngần,Mở báo cáo động 
1491,1491,1491,1491,Báo cáo động cần được mở ngay lập tức,Mở báo cáo động 
1492,1492,1492,1492,Mở báo cáo động mà không có điều kiện,Mở báo cáo động 
1493,1493,1493,1493,Hãy mở báo cáo động không cần giải thích thêm,Mở báo cáo động 
1494,1494,1494,1494,Mở báo cáo động cho tôi xem ngay,Mở báo cáo động 
1495,1495,1495,1495,"Đừng mắc duyên, hãy mở báo cáo động ngay",Mở báo cáo động 
1496,1496,1496,1496,Hãy mở báo cáo động mà không có lời giải thích,Mở báo cáo động 
1497,1497,1497,1497,Mở báo cáo động không nghĩ nhiều,Mở báo cáo động 
1498,1498,1498,1498,"Ngay tức thì, hãy mở báo cáo động ngay",Mở báo cáo động 
1499,1499,1499,1499,Mở báo cáo động không để lâu,Mở báo cáo động 
1500,1500,1500,1500,Vui lòng mở báo cáo KPI chấm điểm lên,Mở báo cáo KPI chấm điểm 
1501,1501,1501,1501,Xin hãy mở báo cáo KPI chấm điểm lên ngay,Mở báo cáo KPI chấm điểm 
1502,1502,1502,1502,Cần mở báo cáo KPI chấm điểm lên để xem,Mở báo cáo KPI chấm điểm 
1503,1503,1503,1503,Hãy mở ra báo cáo KPI chấm điểm để kiểm tra,Mở báo cáo KPI chấm điểm 
1504,1504,1504,1504,Mong bạn mở báo cáo KPI chấm điểm để đánh giá,Mở báo cáo KPI chấm điểm 
1505,1505,1505,1505,Xin vui lòng mở báo cáo KPI chấm điểm để xem kết quả,Mở báo cáo KPI chấm điểm 
1506,1506,1506,1506,Việc mở báo cáo KPI chấm điểm là cần thiết,Mở báo cáo KPI chấm điểm 
1507,1507,1507,1507,Cần tiến hành mở báo cáo KPI chấm điểm ngay,Mở báo cáo KPI chấm điểm 
1508,1508,1508,1508,Mở báo cáo KPI chấm điểm để đánh giá hiệu suất,Mở báo cáo KPI chấm điểm 
1509,1509,1509,1509,Xin hãy mở bản báo cáo KPI chấm điểm để xác nhận,Mở báo cáo KPI chấm điểm 
1510,1510,1510,1510,Hãy kiểm tra báo cáo KPI chấm điểm bằng cách mở lên,Mở báo cáo KPI chấm điểm 
1511,1511,1511,1511,Mong bạn mở báo cáo KPI chấm điểm để đổi mới,Mở báo cáo KPI chấm điểm 
1512,1512,1512,1512,Vui lòng mở báo cáo KPI chấm điểm để phân tích,Mở báo cáo KPI chấm điểm 
1513,1513,1513,1513,Hãy mở ra báo cáo KPI chấm điểm để nắm rõ vấn đề,Mở báo cáo KPI chấm điểm 
1514,1514,1514,1514,Xin hãy mở báo cáo KPI chấm điểm để thực hiện cải thiện,Mở báo cáo KPI chấm điểm 
1515,1515,1515,1515,Mong bạn mở báo cáo KPI chấm điểm để đưa ra biện pháp,Mở báo cáo KPI chấm điểm 
1516,1516,1516,1516,Vui lòng mở báo cáo KPI chấm điểm để tăng cường,Mở báo cáo KPI chấm điểm 
1517,1517,1517,1517,Cần mở báo cáo KPI chấm điểm để tuân thủ quy trình,Mở báo cáo KPI chấm điểm 
1518,1518,1518,1518,Hãy mở báo cáo KPI chấm điểm để phân loại,Mở báo cáo KPI chấm điểm 
1519,1519,1519,1519,Xin hãy mở báo cáo KPI chấm điểm để xây dựng chiến lược,Mở báo cáo KPI chấm điểm 
1520,1520,1520,1520,Mong bạn mở báo cáo KPI chấm điểm để kiểm soát,Mở báo cáo KPI chấm điểm 
1521,1521,1521,1521,Vui lòng mở báo cáo KPI chấm điểm để cải tiến,Mở báo cáo KPI chấm điểm 
1522,1522,1522,1522,Hãy mở ra báo cáo KPI chấm điểm để theo dõi,Mở báo cáo KPI chấm điểm 
1523,1523,1523,1523,Xin hãy mở báo cáo KPI chấm điểm để hoàn thiện,Mở báo cáo KPI chấm điểm 
1524,1524,1524,1524,Mong bạn mở báo cáo KPI chấm điểm để đạt mục tiêu,Mở báo cáo KPI chấm điểm 
1525,1525,1525,1525,Vui lòng mở báo cáo KPI chấm điểm để thực hiện đánh giá,Mở báo cáo KPI chấm điểm 
1526,1526,1526,1526,Cần mở báo cáo KPI chấm điểm để cập nhật dữ liệu,Mở báo cáo KPI chấm điểm 
1527,1527,1527,1527,Hãy mở báo cáo KPI chấm điểm để so sánh kết quả,Mở báo cáo KPI chấm điểm 
1528,1528,1528,1528,Xin hãy mở báo cáo KPI chấm điểm để đo lường hiệu suất,Mở báo cáo KPI chấm điểm 
1529,1529,1529,1529,Mong bạn mở báo cáo KPI chấm điểm để thấy rõ tiến trình,Mở báo cáo KPI chấm điểm 
1530,1530,1530,1530,Vui lòng mở báo cáo KPI chấm điểm để phát triển,Mở báo cáo KPI chấm điểm 
1531,1531,1531,1531,Hãy mở ra báo cáo KPI chấm điểm để chia sẻ thông tin,Mở báo cáo KPI chấm điểm 
1532,1532,1532,1532,Xin hãy mở báo cáo KPI chấm điểm để quyết định,Mở báo cáo KPI chấm điểm 
1533,1533,1533,1533,Mong bạn mở báo cáo KPI chấm điểm để trao đổi ý kiến,Mở báo cáo KPI chấm điểm 
1534,1534,1534,1534,Vui lòng mở báo cáo KPI chấm điểm để nhận diện vấn đề,Mở báo cáo KPI chấm điểm 
1535,1535,1535,1535,Cần mở báo cáo KPI chấm điểm để tìm ra phương án,Mở báo cáo KPI chấm điểm 
1536,1536,1536,1536,Hãy mở báo cáo KPI chấm điểm để theo dõi tiến độ,Mở báo cáo KPI chấm điểm 
1537,1537,1537,1537,Xin hãy mở báo cáo KPI chấm điểm để khắc phục lỗi,Mở báo cáo KPI chấm điểm 
1538,1538,1538,1538,Mong bạn mở báo cáo KPI chấm điểm để thúc đẩy,Mở báo cáo KPI chấm điểm 
1539,1539,1539,1539,Vui lòng mở báo cáo KPI chấm điểm để phục vụ quyết sách,Mở báo cáo KPI chấm điểm 
1540,1540,1540,1540,Hãy mở ra báo cáo KPI chấm điểm để đề xuất,Mở báo cáo KPI chấm điểm 
1541,1541,1541,1541,Xin hãy mở báo cáo KPI chấm điểm để so sánh thông tin,Mở báo cáo KPI chấm điểm 
1542,1542,1542,1542,Mong bạn mở báo cáo KPI chấm điểm để điều chỉnh,Mở báo cáo KPI chấm điểm 
1543,1543,1543,1543,Vui lòng mở báo cáo KPI chấm điểm để giám sát,Mở báo cáo KPI chấm điểm 
1544,1544,1544,1544,Cần mở báo cáo KPI chấm điểm để thẩm định,Mở báo cáo KPI chấm điểm 
1545,1545,1545,1545,Hãy mở báo cáo KPI chấm điểm để đo lường tiến triển,Mở báo cáo KPI chấm điểm 
1546,1546,1546,1546,Xin hãy mở báo cáo KPI chấm điểm để phân tích dữ liệu,Mở báo cáo KPI chấm điểm 
1547,1547,1547,1547,Mong bạn mở báo cáo KPI chấm điểm để nắm bắt xu hướng,Mở báo cáo KPI chấm điểm 
1548,1548,1548,1548,Vui lòng mở báo cáo KPI chấm điểm để phát triển công việc,Mở báo cáo KPI chấm điểm 
1549,1549,1549,1549,Hãy mở ra báo cáo KPI chấm điểm để tối ưu hóa,Mở báo cáo KPI chấm điểm 
1550,1550,1550,1550,Hãy mở sách hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1551,1551,1551,1551,Lấy hướng dẫn sử dụng ra,Mở hướng dẫn sử dụng 
1552,1552,1552,1552,Đọc hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1553,1553,1553,1553,Đọc kỹ hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1554,1554,1554,1554,Vui lòng đọc hướng dẫn sử dụng kỹ lưỡng,Mở hướng dẫn sử dụng 
1555,1555,1555,1555,Hớt tay sách hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1556,1556,1556,1556,Đừng bỏ qua hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1557,1557,1557,1557,Cần phải đọc hướng dẫn sử dụng trước khi sử dụng,Mở hướng dẫn sử dụng 
1558,1558,1558,1558,Hãy kiểm tra sách hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1559,1559,1559,1559,Kiểm tra sách hướng dẫn sử dụng ngay,Mở hướng dẫn sử dụng 
1560,1560,1560,1560,Ko được bỏ qua hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1561,1561,1561,1561,Học cách sử dụng từ sách hướng dẫn,Mở hướng dẫn sử dụng 
1562,1562,1562,1562,Lưu ý hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1563,1563,1563,1563,Hãy tuân thủ hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1564,1564,1564,1564,Đọc từ sách hướng dẫn sử dụng ngay,Mở hướng dẫn sử dụng 
1565,1565,1565,1565,Đọc từ sách hướng dẫn sử dụng ngay lập tức,Mở hướng dẫn sử dụng 
1566,1566,1566,1566,Không bỏ qua hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1567,1567,1567,1567,Không nên bỏ qua hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1568,1568,1568,1568,Cần phải mở hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1569,1569,1569,1569,Lấy hướng dẫn sử dụng ra và đọc,Mở hướng dẫn sử dụng 
1570,1570,1570,1570,Đừng quên hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1571,1571,1571,1571,Đừng bỏ lỡ hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1572,1572,1572,1572,Hãy đọc hướng dẫn sử dụng một cách kỹ lưỡng,Mở hướng dẫn sử dụng 
1573,1573,1573,1573,Hãy đọc sách hướng dẫn sử dụng một cách kỹ lưỡng,Mở hướng dẫn sử dụng 
1574,1574,1574,1574,Đừng quên đọc sách hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1575,1575,1575,1575,Đừng bỏ qua việc đọc hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1576,1576,1576,1576,Sửa lỗi bằng cách đọc hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1577,1577,1577,1577,Hãy tuân thủ hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1578,1578,1578,1578,Đọc kỹ sách hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1579,1579,1579,1579,Kiểm tra sách hướng dẫn sử dụng ngay lập tức,Mở hướng dẫn sử dụng 
1580,1580,1580,1580,Đọc sách hướng dẫn sử dụng ngay lập tức,Mở hướng dẫn sử dụng 
1581,1581,1581,1581,Hãy kiểm tra hướng dẫn sử dụng một lần nữa,Mở hướng dẫn sử dụng 
1582,1582,1582,1582,Đọc hướng dẫn sử dụng đi,Mở hướng dẫn sử dụng 
1583,1583,1583,1583,Đọc sách hướng dẫn sử dụng đi,Mở hướng dẫn sử dụng 
1584,1584,1584,1584,Đừng bỏ lỡ hướng dẫn sử dụng lần này,Mở hướng dẫn sử dụng 
1585,1585,1585,1585,Mở tài liệu hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1586,1586,1586,1586,Mở sách hướng dẫn sử dụng lên,Mở hướng dẫn sử dụng 
1587,1587,1587,1587,Đọc kỹ các hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1588,1588,1588,1588,Sử dụng sách hướng dẫn mỗi khi cần,Mở hướng dẫn sử dụng 
1589,1589,1589,1589,Hãy mở sách hướng dẫn,Mở hướng dẫn sử dụng 
1590,1590,1590,1590,Đọc hướng dẫn một cách cẩn thận,Mở hướng dẫn sử dụng 
1591,1591,1591,1591,Đọc hướng dẫn sử dụng một cách cẩn thận,Mở hướng dẫn sử dụng 
1592,1592,1592,1592,Tham khảo hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1593,1593,1593,1593,Hãy đọc sách hướng dẫn sử dụng một lần,Mở hướng dẫn sử dụng 
1594,1594,1594,1594,Đừng bỏ qua việc đọc sách hướng dẫn,Mở hướng dẫn sử dụng 
1595,1595,1595,1595,Hãy đón đọc sách hướng dẫn sử dụng,Mở hướng dẫn sử dụng 
1596,1596,1596,1596,Đừng quên đọc sách hướng dẫn,Mở hướng dẫn sử dụng 
1597,1597,1597,1597,Đọc sách hướng dẫn sử dụng hằng ngày,Mở hướng dẫn sử dụng 
1598,1598,1598,1598,Hãy đọc sách hướng dẫn sử dụng trước khi bắt đầu,Mở hướng dẫn sử dụng 
1599,1599,1599,1599,Không nên bỏ qua việc đọc sách hướng dẫn,Mở hướng dẫn sử dụng 
1600,1600,1600,1600,Hãy mở pờ rô phai để xem thông tin thêm,Mở profile 
1601,1601,1601,1601,Mở hồ sơ để kiểm tra các tài liệu,Mở profile 
1602,1602,1602,1602,Vui lòng mở thông tin cá nhân của bạn,Mở profile 
1603,1603,1603,1603,Hãy mở profile để cập nhật thông tin mới nhất,Mở profile 
1604,1604,1604,1604,Mở sơ yếu lý lịch để xem chi tiết về kinh nghiệm làm việc,Mở profile 
1605,1605,1605,1605,Xin hãy mở pờ rô phai để tiến hành đăng ký,Mở profile 
1606,1606,1606,1606,Hãy mở hồ sơ để xem chi tiết về quá trình học tập,Mở profile 
1607,1607,1607,1607,Vui lòng mở thông tin cá nhân để cập nhật địa chỉ mới,Mở profile 
1608,1608,1608,1608,Hãy mở profile để xem danh sách bạn bè,Mở profile 
1609,1609,1609,1609,Mở sơ yếu lý lịch để kiểm tra các chứng chỉ nghề nghiệp,Mở profile 
1610,1610,1610,1610,Xin hãy mở pờ rô phai để bắt đầu quá trình xử lý,Mở profile 
1611,1611,1611,1611,Hãy mở hồ sơ để xem thông tin liên hệ,Mở profile 
1612,1612,1612,1612,Vui lòng mở thông tin cá nhân của bạn để xem danh sách đơn hàng,Mở profile 
1613,1613,1613,1613,Hãy mở profile để xem thông tin cá nhân của người khác,Mở profile 
1614,1614,1614,1614,Mở sơ yếu lý lịch để kiểm tra lịch sử công tác,Mở profile 
1615,1615,1615,1615,Hãy mở hồ sơ để xem thông tin về khóa học,Mở profile 
1616,1616,1616,1616,Hãy mở hồ sơ để xem bảng điểm cá nhân,Mở profile 
1617,1617,1617,1617,Vui lòng mở thông tin cá nhân để kiểm tra tình trạng công việc,Mở profile 
1618,1618,1618,1618,Hãy mở profile để tải lên ảnh đại diện mới,Mở profile 
1619,1619,1619,1619,Mở sơ yếu lý lịch để xem thông tin về phần thưởng và khen thưởng,Mở profile 
1620,1620,1620,1620,Xin hãy mở pờ rô phai để kiểm tra lịch làm việc,Mở profile 
1621,1621,1621,1621,Hãy mở hồ sơ để chỉnh sửa đơn hàng,Mở profile 
1622,1622,1622,1622,Vui lòng mở thông tin cá nhân của bạn để đăng bình luận,Mở profile 
1623,1623,1623,1623,Hãy mở profile để xem danh sách sản phẩm đã mua,Mở profile 
1624,1624,1624,1624,Mở sơ yếu lý lịch để xem thông tin liên hệ của nhà tuyển dụng,Mở profile 
1625,1625,1625,1625,Xin hãy mở pờ rô phai để xem thêm chi tiết công việc,Mở profile 
1626,1626,1626,1626,Hãy mở hồ sơ để xem danh sách tin nhắn,Mở profile 
1627,1627,1627,1627,Vui lòng mở thông tin cá nhân để thay đổi mật khẩu,Mở profile 
1628,1628,1628,1628,Hãy mở profile để tải lên ảnh nền mới,Mở profile 
1629,1629,1629,1629,Mở sơ yếu lý lịch để xem những dự án đã làm,Mở profile 
1630,1630,1630,1630,Xin hãy mở pờ rô phai để kiểm tra số dư tài khoản,Mở profile 
1631,1631,1631,1631,Hãy mở hồ sơ để xem thông tin về khóa học,Mở profile 
1632,1632,1632,1632,Vui lòng mở thông tin cá nhân để tạo địa chỉ email mới,Mở profile 
1633,1633,1633,1633,Hãy mở profile để xem danh sách nhóm mà bạn tham gia,Mở profile 
1634,1634,1634,1634,Mở sơ yếu lý lịch để kiểm tra ngày sinh của người dùng,Mở profile 
1635,1635,1635,1635,Xin hãy mở pờ rô phai để tạo sự kiện mới,Mở profile 
1636,1636,1636,1636,Hãy mở hồ sơ để xem danh sách phản hồi từ khách hàng,Mở profile 
1637,1637,1637,1637,Vui lòng mở thông tin cá nhân để tạo tài khoản mới,Mở profile 
1638,1638,1638,1638,Hãy mở profile để đặt hình đại diện,Mở profile 
1639,1639,1639,1639,Mở sơ yếu lý lịch để xem thông tin về dự án tham gia,Mở profile 
1640,1640,1640,1640,Xin hãy mở pờ rô phai để kiểm tra các việc cần làm,Mở profile 
1641,1641,1641,1641,Hãy mở hồ sơ để xem danh sách những người theo dõi bạn,Mở profile 
1642,1642,1642,1642,Vui lòng mở thông tin cá nhân để quy đổi tiền tệ,Mở profile 
1643,1643,1643,1643,Hãy mở profile để đăng ký tham gia sự kiện,Mở profile 
1644,1644,1644,1644,Mở sơ yếu lý lịch để xem thông tin về ngôn ngữ nói được,Mở profile 
1645,1645,1645,1645,Xin hãy mở pờ rô phai để xem thông tin liên hệ của công ty,Mở profile 
1646,1646,1646,1646,Hãy mở hồ sơ để xem danh sách công việc đã hoàn thành,Mở profile 
1647,1647,1647,1647,Vui lòng mở thông tin cá nhân để tạo tài khoản ngân hàng,Mở profile 
1648,1648,1648,1648,Hãy mở profile để kiểm tra các yêu cầu kết bạn mới,Mở profile 
1649,1649,1649,1649,Mở sơ yếu lý lịch để xem thông tin về hoạt động xã hội,Mở profile 
1650,1650,1650,1650,Hãy mở bảng điều hướng,Mở dashboard 
1651,1651,1651,1651,Hãy mở đát bót,Mở dashboard 
1652,1652,1652,1652,Hãy mở db,Mở dashboard 
1653,1653,1653,1653,Hãy mở dashboard,Mở dashboard 
1654,1654,1654,1654,Hãy mở bảng điều khiển,Mở dashboard 
1655,1655,1655,1655,Vui lòng mở bảng điều hướng,Mở dashboard 
1656,1656,1656,1656,Vui lòng mở đát bót,Mở dashboard 
1657,1657,1657,1657,Vui lòng mở db,Mở dashboard 
1658,1658,1658,1658,Vui lòng mở dashboard,Mở dashboard 
1659,1659,1659,1659,Vui lòng mở bảng điều khiển,Mở dashboard 
1660,1660,1660,1660,Xin mở bảng điều hướng,Mở dashboard 
1661,1661,1661,1661,Xin mở đát bót,Mở dashboard 
1662,1662,1662,1662,Xin mở db,Mở dashboard 
1663,1663,1663,1663,Xin mở dashboard,Mở dashboard 
1664,1664,1664,1664,Xin mở bảng điều khiển,Mở dashboard 
1665,1665,1665,1665,Làm ơn mở bảng điều hướng,Mở dashboard 
1666,1666,1666,1666,Làm ơn mở đát bót,Mở dashboard 
1667,1667,1667,1667,Làm ơn mở db,Mở dashboard 
1668,1668,1668,1668,Làm ơn mở dashboard,Mở dashboard 
1669,1669,1669,1669,Làm ơn mở bảng điều khiển,Mở dashboard 
1670,1670,1670,1670,Hãy mở bảng điều hướng giúp tôi,Mở dashboard 
1671,1671,1671,1671,Hãy mở đát bót giúp tôi,Mở dashboard 
1672,1672,1672,1672,Hãy mở db giúp tôi,Mở dashboard 
1673,1673,1673,1673,Hãy mở dashboard giúp tôi,Mở dashboard 
1674,1674,1674,1674,Hãy mở bảng điều khiển giúp tôi,Mở dashboard 
1675,1675,1675,1675,Vui lòng mở bảng điều hướng giúp tôi,Mở dashboard 
1676,1676,1676,1676,Vui lòng mở đát bót giúp tôi,Mở dashboard 
